Crop,State,Season,Area-2020-21 (Lakh ha),Area-2021-22 (Lakh ha),Area-2022-23 (Lakh ha),Area-2023-24 (Lakh ha),Area-2024-25 (Lakh ha),Production-2020-21,Production-2021-22 (Lakh Tonnes),Production-2022-23  (Lakh Tonnes),Production-2023-24  (Lakh Tonnes),Production-2024-25  (Lakh Tonnes),Yield-2020-21 (Kg/ha),Yield-2021-22 (Kg/ha),Yield-2022-23 (Kg/ha),Yield-2023-24 (Kg/ha),Yield-2024-25 (Kg/ha)
Shree Anna /Nutri Cereals,Nagaland,Rabi,,,,,,,0,,,,,,,,
Shree Anna /Nutri Cereals,Odisha,Kharif,0.83,1.01,0.93,1.16,0.72,0.55,0.68,0.76,0.95,0.59,662,674,820,819,818
Shree Anna /Nutri Cereals,Odisha,Rabi,,,,,,,0,,,,,,,,
Shree Anna /Nutri Cereals,Puducherry,Kharif,0,0,0,0,,0,0,0,0,,2412,2221,2457,2972,
Shree Anna /Nutri Cereals,Puducherry,Rabi,,,,,,,0,,,,,,,,
Shree Anna /Nutri Cereals,Punjab,Kharif,0,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,640,635,690,785,976
Shree Anna /Nutri Cereals,Punjab,Rabi,,,,,,,0,,,,,,,,
Shree Anna /Nutri Cereals,Rajasthan,Kharif,49.15,43.63,51.85,47.7,49.97,51.56,42.8,56.3,48.4,53.96,1049,981,1086,1015,1080
Shree Anna /Nutri Cereals,Rajasthan,Rabi,0,0,,,,0,0,,,,0,0,,,
Shree Anna /Nutri Cereals,Rajasthan,Summer,,,0.27,0.31,,,,0.43,0.46,,,,1590,1470,
Shree Anna /Nutri Cereals,Sikkim,Kharif,0.02,0.02,0,0.02,,0.02,0.02,0,0.02,,1038,1041,1043,1048,
Shree Anna /Nutri Cereals,Sikkim,Rabi,,,,,,,0,,,,,,,,
Shree Anna /Nutri Cereals,Tamil Nadu,Kharif,3.87,3.42,2.83,2.85,2.6,7.18,6.02,4.5,5.35,5.49,1858,1756,1591,1877,2114
Shree Anna /Nutri Cereals,Tamil Nadu,Rabi,1.94,2.12,1.85,1.83,1.89,1.87,1.64,1.47,1.2,1.89,966,773,795,658,998
Shree Anna /Nutri Cereals,Tamil Nadu,Summer,,,0.23,0.28,0.26,,,0.34,0.21,0.28,,,1497,749,1084
Shree Anna /Nutri Cereals,Telangana,Kharif,0.54,0.2,0.2,0.17,0.26,0.46,0.16,0.23,0.27,0.33,843,781,1153,1563,1279
Shree Anna /Nutri Cereals,Telangana,Rabi,0.48,0.54,0.53,0.97,1.46,1.21,1.07,1.09,2.29,2.73,2517,1984,2063,2361,1871
Shree Anna /Nutri Cereals,Tripura,Kharif,0.02,0.02,0.01,0.01,,0.01,0.01,0.01,0.01,,806,812,984,984,
Shree Anna /Nutri Cereals,Tripura,Rabi,0,0,,,,0,0,,,,0,0,,,
Shree Anna /Nutri Cereals,Uttar Pradesh,Kharif,10.93,10.83,11.55,13.48,11.29,22.98,22.26,23.69,27,21.58,2103,2055,2051,2003,1911
Shree Anna /Nutri Cereals,Uttar Pradesh,Rabi,,,,,,,0,,,,,,,,
Shree Anna /Nutri Cereals,Uttarakhand,Kharif,1.38,1.33,1.15,1.09,1.06,2.01,2,1.76,1.68,1.55,1455,1507,1528,1534,1462
Shree Anna /Nutri Cereals,Uttarakhand,Rabi,,,,,,,0,,,,,,,,
Shree Anna /Nutri Cereals,West Bengal,Kharif,0.07,0.07,0.06,0.07,0.06,0.07,0.08,0.06,0.07,0.06,991,1126,1114,917,959
Shree Anna /Nutri Cereals,West Bengal,Rabi,,,,,,,0,,,,,,,,
Shree Anna /Nutri Cereals,Others,Kharif,,,,,0.77,,,,,0.74,,,,,966
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Nutri/Coarse Cereals,Andaman And Nicobar Islands,Kharif,0,0,0,0,,0,0,0,0,,2680,2680,2260,2410,
Nutri/Coarse Cereals,Andaman And Nicobar Islands,Rabi,,0,,,,,0,,,,,0,,,
Nutri/Coarse Cereals,Andhra Pradesh,Kharif,2.03,2.08,2.03,2.08,2.28,5.67,5.43,6.48,6.58,7.31,2794,2609,3192,3172,3208
Nutri/Coarse Cereals,Andhra Pradesh,Rabi,3.04,2.86,3.12,2.5,2.63,17.54,17.16,24.75,15.83,16.56,5771,5999,7933,6326,6295
Nutri/Coarse Cereals,Andhra Pradesh,Summer,,,0.04,0.03,0.03,,,0.08,0.06,0.07,,,2027,2108,2320
Nutri/Coarse Cereals,Arunachal Pradesh,Kharif,0.68,0.7,0.71,0.72,,0.91,0.95,0.96,0.97,,1336,1344,1348,1349,
Nutri/Coarse Cereals,Arunachal Pradesh,Rabi,0.1,0.11,0.11,0.11,,0.17,0.19,0.19,0.19,,1715,1720,1722,1725,
Nutri/Coarse Cereals,Assam,Kharif,0.46,0.48,0.58,0.5,0.42,1.51,1.73,1.97,2.22,1.64,3277,3632,3398,4392,3916
Nutri/Coarse Cereals,Assam,Rabi,,,,0.62,0.65,,0,,3.18,3.34,,,,5139,5143
Nutri/Coarse Cereals,Bihar,Kharif,2.04,1.82,1.88,2.23,2.03,2.35,2.43,4.52,5.93,6.23,1154,1336,2403,2656,3071
Nutri/Coarse Cereals,Bihar,Rabi,4.63,4.96,4.17,5.67,5.05,18.74,24.46,29.28,40.67,33,4045,4931,7027,7170,6535
Nutri/Coarse Cereals,Bihar,Summer,,,1.58,1.82,1.68,,,10.19,10.72,10.02,,,6469,5904,5962
Nutri/Coarse Cereals,Chandigarh,Kharif,0,0,0,0,,0,0,0,0,,3000,2875,2875,3000,
Nutri/Coarse Cereals,Chandigarh,Rabi,0,0,,,,0,0,,,,0,0,,,
Nutri/Coarse Cereals,Chhattisgarh,Kharif,2.06,1.87,1.68,1.54,1.62,3.67,4.22,4.17,3.7,4.03,1783,2252,2483,2402,2490
Nutri/Coarse Cereals,Chhattisgarh,Rabi,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0,694,818,922,1001,777
Nutri/Coarse Cereals,Dadra And Nagar Haveli,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.02,0.02,,1652,1667,1605,1624,
Nutri/Coarse Cereals,Dadra And Nagar Haveli,Rabi,0,0,,,,0,0,,,,0,0,,,
Nutri/Coarse Cereals,Daman And Diu,Kharif,0,0,,,,0.01,0.01,,,,1509,1530,,,
Nutri/Coarse Cereals,Daman And Diu,Rabi,,0,,,,,0,,,,,0,,,
Nutri/Coarse Cereals,Delhi,Kharif,0.04,0.04,0.04,0.04,,0.08,0.07,0.08,0.08,,1923,1544,1745,1744,
Nutri/Coarse Cereals,Delhi,Rabi,0,0,0,0,,0,0,0,0,,3000,4000,4000,4000,
Nutri/Coarse Cereals,Goa,Kharif,,0,,,,,0,,,,,0,,,
Nutri/Coarse Cereals,Goa,Rabi,,,,,,,0,,,,,,,,
Nutri/Coarse Cereals,Gujarat,Kharif,7.92,7.91,5.08,5.21,4.97,15.1,17.36,9.25,9.81,7.95,1906,2197,1820,1881,1599
Nutri/Coarse Cereals,Gujarat,Rabi,1.17,1.11,1.19,1.39,1.48,2.5,2.59,3.11,3.66,3.72,2136,2343,2617,2639,2513
Nutri/Coarse Cereals,Gujarat,Summer,,,3.25,3.3,3.26,,,9.85,9.72,9.71,,,3031,2945,2982
Nutri/Coarse Cereals,Haryana,Kharif,6.07,5.11,5.58,5.52,5.97,13.87,11.48,12.3,11.89,12.75,2284,2244,2205,2155,2137
Nutri/Coarse Cereals,Haryana,Rabi,0.09,0.03,0.13,0.12,0.12,0.31,0.11,0.46,0.46,0.46,3343,3237,3573,3712,3893
Nutri/Coarse Cereals,Himachal Pradesh,Kharif,2.71,2.66,2.59,2.56,2.56,7.32,7.84,6.81,6.1,7.49,2703,2942,2629,2383,2925
Nutri/Coarse Cereals,Himachal Pradesh,Rabi,0.2,0.18,0.17,0.17,0.18,0.32,0.31,0.27,0.3,0.29,1573,1733,1579,1780,1680
Nutri/Coarse Cereals,Jammu And Kashmir,Kharif,3.1,3.03,2.94,3.08,,5.17,5.87,5.58,5.98,,1666,1935,1893,1945,
Nutri/Coarse Cereals,Jammu And Kashmir,Rabi,0.04,0.07,0.07,0.07,,0.02,0.05,0.05,0.05,,576,654,662,662,
Nutri/Coarse Cereals,Jharkhand,Kharif,3.07,2.93,2.27,2.92,3.17,6.41,6.25,4.22,5.77,6.97,2091,2129,1862,1972,2201
Nutri/Coarse Cereals,Jharkhand,Rabi,0.12,0.12,0.31,0.1,0.12,0.28,0.29,0.5,0.21,0.27,2305,2373,1622,2067,2251
Nutri/Coarse Cereals,Karnataka,Kharif,26.53,24.96,25.68,27.92,27.37,65.16,59.62,60.5,60.82,66.98,2456,2388,2356,2178,2447
Nutri/Coarse Cereals,Karnataka,Rabi,8.56,7.34,7.88,9.37,8.09,14.15,13.13,16.12,15.79,15.63,1653,1788,2045,1685,1933
Nutri/Coarse Cereals,Karnataka,Summer,,,0.83,0.35,0.48,,,2.82,1.3,1.8,,,3393,3718,3743
Nutri/Coarse Cereals,Kerala,Kharif,0,0,0,0.01,0,0,0,0,0.01,0,1262,1595,1846,885,1681
Nutri/Coarse Cereals,Kerala,Rabi,0,0,0,0,0,0,0,0,0,0,915,1830,3390,1057,3153
Nutri/Coarse Cereals,Kerala,Summer,,,0,0,0,,,0,0,0,,,1364,1728,2282
Nutri/Coarse Cereals,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Nutri/Coarse Cereals,Ladakh,Rabi,0.06,0.1,0.1,0.1,,0.04,0.22,0.17,0.17,,617,2200,1692,1692,
Nutri/Coarse Cereals,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Nutri/Coarse Cereals,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Nutri/Coarse Cereals,Madhya Pradesh,Kharif,19,19.55,20.53,21.45,25.6,48.18,57.89,58.74,55.76,69.34,2536,2961,2861,2600,2709
Nutri/Coarse Cereals,Madhya Pradesh,Rabi,0.47,0.16,0.24,0.19,2.34,1.36,0.32,0.39,0.33,8.41,2893,2030,1613,1740,3594
Nutri/Coarse Cereals,Madhya Pradesh,Summer,,,,0.13,0.27,,,,0.65,1.31,,,,4972,4860
Nutri/Coarse Cereals,Maharashtra,Kharif,19.74,18.29,15.54,15.16,17.45,37.06,30.95,33.98,18.95,41.19,1877,1692,2187,1250,2361
Nutri/Coarse Cereals,Maharashtra,Rabi,21.56,18.79,17.53,19.47,20.3,23.76,27.95,23.15,25.5,30.77,1102,1487,1321,1309,1515
Nutri/Coarse Cereals,Maharashtra,Summer,,,0.73,1.35,1.72,,,1.04,1.69,2.38,,,1422,1252,1386
Nutri/Coarse Cereals,Manipur,Kharif,0.19,0.16,,,,0.44,0.35,,,,2362,2281,,,
Nutri/Coarse Cereals,Manipur,Rabi,0.07,0.07,0.07,0.07,,0.16,0.15,0.17,0.16,,2281,2232,2293,2200,
Nutri/Coarse Cereals,Manipur,Summer,,,0.18,0.17,,,,0.4,0.38,,,,2190,2280,
Nutri/Coarse Cereals,Meghalaya,Kharif,0.21,0.21,0.23,0.23,,0.45,0.45,0.47,0.47,,2113,2116,2082,2082,
Nutri/Coarse Cereals,Meghalaya,Rabi,,0,,,,,0,,,,,0,,,
Nutri/Coarse Cereals,Mizoram,Kharif,0.06,0.06,0.11,0.06,,0.12,0.11,0.18,0.09,,1824,1720,1650,1620,
Nutri/Coarse Cereals,Mizoram,Rabi,0.01,0.01,0,0.01,,0.01,0.01,0.01,0.01,,1602,1503,2210,2140,
Nutri/Coarse Cereals,Nagaland,Kharif,0.74,0.48,0.51,0.57,,1.38,0.69,0.92,0.98,,1867,1442,1789,1715,
Nutri/Coarse Cereals,Nagaland,Rabi,0.06,0.01,0.05,0.05,,0.11,0.01,0.11,0.11,,1896,1903,1987,1990,
Nutri/Coarse Cereals,Odisha,Kharif,1.59,2,1.74,1.98,1.42,2.75,3.43,3.2,3.83,2.72,1733,1716,1837,1929,1918
Nutri/Coarse Cereals,Odisha,Rabi,0.03,0.04,,,0.18,0.07,0.1,,,0.82,2614,2697,,,4440
Nutri/Coarse Cereals,Odisha,Summer,,,0.03,0.08,0.08,,,0.07,0.28,0.28,,,2480,3445,3344
Nutri/Coarse Cereals,Puducherry,Kharif,0,0,0,0,,0,0,0,0,,2412,2221,2457,2972,
Nutri/Coarse Cereals,Puducherry,Rabi,,0,,,,,0,,,,,0,,,
Nutri/Coarse Cereals,Punjab,Kharif,1.08,1.06,0.94,0.95,0.87,3.95,4.14,4.1,3.62,3.71,3654,3893,4369,3805,4257
Nutri/Coarse Cereals,Punjab,Rabi,0.06,0.05,0.05,0.05,0.05,0.22,0.15,0.19,0.19,0.2,3777,3096,3859,3737,3790
Nutri/Coarse Cereals,Rajasthan,Kharif,58.91,52.99,61.26,56.32,59.68,73.42,62.35,77.23,69.03,78.9,1246,1177,1261,1226,1322
Nutri/Coarse Cereals,Rajasthan,Rabi,2.87,2.16,3.47,3.01,3.66,10.19,8.01,12.12,11.43,13.02,3553,3703,3496,3791,3553
Nutri/Coarse Cereals,Rajasthan,Summer,,,0.27,0.31,,,,0.43,0.46,,,,1590,1470,
Nutri/Coarse Cereals,Sikkim,Kharif,0.4,0.4,0.38,0.31,,0.7,0.7,0.67,0.55,,1733,1736,1781,1750,
Nutri/Coarse Cereals,Sikkim,Rabi,0,0,0,0,,0,0,0,0,,1168,0,1175,1181,
Nutri/Coarse Cereals,Tamil Nadu,Kharif,6.12,5.44,5.06,5.26,4.72,23.6,22.23,21.9,22.85,18.24,3855,4087,4330,4349,3862
Nutri/Coarse Cereals,Tamil Nadu,Rabi,3.68,4.11,3.7,3.75,4.38,11.1,13.69,12.85,10.94,14.56,3015,3334,3474,2917,3320
Nutri/Coarse Cereals,Tamil Nadu,Summer,,,0.41,0.5,0.47,,,1.45,1.36,1.35,,,3568,2703,2886
Nutri/Coarse Cereals,Telangana,Kharif,1.4,3.09,2.71,2.33,2.38,4.45,13.33,11.66,9.66,10.54,3179,4314,4303,4147,4433
Nutri/Coarse Cereals,Telangana,Rabi,2.21,1.77,3.17,3.71,4.47,14.78,10.16,18.28,20.68,22.64,6687,5739,5767,5574,5060
Nutri/Coarse Cereals,Tripura,Kharif,0.16,0.16,0.12,0.12,,0.26,0.28,0.23,0.23,,1593,1738,1880,1880,
Nutri/Coarse Cereals,Tripura,Rabi,0.07,0.05,0.04,0.04,,0.18,0.13,0.13,0.13,,2491,2637,3505,3505,
Nutri/Coarse Cereals,Uttar Pradesh,Kharif,18.02,17.74,19.87,21.87,14.3,39.35,36.93,41.52,45.3,28.17,2184,2082,2089,2071,1970
Nutri/Coarse Cereals,Uttar Pradesh,Rabi,2.21,2.21,2.03,1.85,2.07,6.69,6.55,6.2,5.16,6.26,3028,2962,3056,2787,3025
Nutri/Coarse Cereals,Uttar Pradesh,Summer,,,0.49,2.5,3.06,,,1.41,7.95,9.57,,,2878,3178,3129
Nutri/Coarse Cereals,Uttarakhand,Kharif,1.58,1.54,1.32,1.26,1.23,2.42,2.53,2.15,2.08,2.01,1534,1640,1627,1652,1637
Nutri/Coarse Cereals,Uttarakhand,Rabi,0.22,0.2,0.2,0.18,0.14,0.28,0.29,0.28,0.25,0.2,1272,1464,1421,1368,1431
Nutri/Coarse Cereals,Uttarakhand,Summer,,,0,0,0.01,,,0.01,0.01,0.03,,,3000,3220,3225
Nutri/Coarse Cereals,West Bengal,Kharif,0.59,0.59,0.58,0.58,0.4,1.7,1.66,1.96,2.07,1.6,2877,2822,3391,3591,3985
Nutri/Coarse Cereals,West Bengal,Rabi,3.09,3.1,1.67,2,2.05,22.74,23.67,10.45,13.77,14.5,7358,7649,6244,6869,7073
Nutri/Coarse Cereals,West Bengal,Summer,,,1.43,1.42,1.63,,,10.41,10.28,11.85,,,7300,7239,7270
Nutri/Coarse Cereals,Others,Kharif,,,,,5.14,,,,,9.37,,,,,1823
Nutri/Coarse Cereals,Others,Rabi,,,,,0.45,,,,,0.81,,,,,1807
Nutri/Coarse Cereals,Others,Summer,,,,,0.17,,,,,0.38,,,,,2280
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Cereals,Andaman And Nicobar Islands,Kharif,0.06,0.06,0.05,0.05,,0.13,0.13,0.11,0.1,,2137,2137,2107,2101,
Cereals,Andaman And Nicobar Islands,Rabi,,0,,,,,0,,,,,0,,,
Cereals,Andhra Pradesh,Kharif,16.99,17.16,16.55,15.55,16.32,47.78,48.69,56.34,53.54,57.62,2813,2837,3404,3443,3531
Cereals,Andhra Pradesh,Rabi,11.32,10.67,9.89,8.24,9.34,54.26,51.53,54.31,42.29,46.42,4795,4829,5491,5135,4970
Cereals,Andhra Pradesh,Summer,,,0.04,0.03,0.03,,,0.08,0.06,0.07,,,2027,2108,2320
Cereals,Arunachal Pradesh,Kharif,2.01,2.06,2.08,2.09,,3.37,3.46,3.49,3.51,,1676,1678,1683,1683,
Cereals,Arunachal Pradesh,Rabi,0.14,0.16,0.16,0.15,,0.25,0.28,0.28,0.27,,1772,1767,1769,1769,
Cereals,Assam,Kharif,20.27,20.31,20.01,19.68,18.78,42.94,37.11,47.16,45.96,40.56,2119,1827,2357,2335,2160
Cereals,Assam,Rabi,3.89,3.79,0.09,0.71,0.74,10.85,8.56,0.12,3.32,3.47,2785,2256,1322,4653,4692
Cereals,Assam,Summer,,,3.75,3.78,3.65,,,11.06,11.64,10.26,,,2949,3080,2812
Cereals,Bihar,Kharif,31.66,32.2,29.97,32.74,33.62,68.46,78.16,73.25,83.23,89.08,2163,2427,2444,2542,2650
Cereals,Bihar,Rabi,27.45,27.89,26.16,28.43,27.56,81.6,88.14,94.34,112.35,104.19,2973,3161,3606,3952,3781
Cereals,Bihar,Summer,,,2.12,2.41,2.24,,,11.7,12.45,11.58,,,5526,5156,5168
Cereals,Chandigarh,Kharif,0,0,0,0,,0,0,0,0,,5273,5240,3843,4768,
Cereals,Chandigarh,Rabi,0.01,0.01,0.01,0.01,,0.02,0.03,0.03,0.03,,4500,5000,4696,5000,
Cereals,Chhattisgarh,Kharif,39.97,39.46,39.39,39.76,40.64,75.29,84.44,102.28,100.73,89.38,1884,2140,2597,2534,2199
Cereals,Chhattisgarh,Rabi,1.62,1.57,1.34,1.35,1.56,2.49,1.93,1.9,1.82,2.36,1543,1226,1424,1349,1514
Cereals,Dadra And Nagar Haveli,Kharif,0.17,0.17,0.19,0.19,,0.34,0.34,0.38,0.38,,2056,2049,2039,2036,
Cereals,Dadra And Nagar Haveli,Rabi,0,0,,,,0,0,,,,0,0,,,
Cereals,Daman And Diu,Kharif,0.02,0.02,,,,0.04,0.04,,,,1841,1832,,,
Cereals,Daman And Diu,Rabi,0,0,,,,0,0,,,,0,0,,,
Cereals,Delhi,Kharif,0.1,0.1,0.1,0.1,,0.28,0.26,0.25,0.25,,2676,2464,2483,2483,
Cereals,Delhi,Rabi,0.19,0.18,0.17,0.17,,0.84,0.82,0.81,0.8,,4356,4499,4648,4650,
Cereals,Goa,Kharif,0.23,0.23,0.23,0.23,,0.62,0.66,0.63,0.68,,2627,2816,2789,2890,
Cereals,Goa,Rabi,0.09,0.09,0.09,0.09,,0.26,0.25,0.25,0.27,,2790,2742,2842,2983,
Cereals,Gujarat,Kharif,16.29,16.09,13.76,13.94,13.83,34.47,36.21,30.91,31.18,27.26,2115,2251,2246,2236,1971
Cereals,Gujarat,Rabi,12.04,12.24,11.85,13.85,14.3,37.18,38.08,37.75,41.39,43.86,3089,3110,3185,2988,3068
Cereals,Gujarat,Summer,,,4.04,4.25,4.53,,,12.15,12.4,13.29,,,3005,2916,2936
Cereals,Haryana,Kharif,19.34,17.92,20.78,21.15,22.06,58.12,57.66,63.39,71.65,73.35,3004,3217,3051,3387,3325
Cereals,Haryana,Rabi,25.73,23.08,23.36,23.82,24.16,124.25,104.58,109.75,112.37,115.21,4829,4531,4698,4718,4770
Cereals,Himachal Pradesh,Kharif,3.39,3.33,3.26,3.26,3.26,8.73,9.51,8.11,7.83,9.07,2572,2860,2488,2402,2783
Cereals,Himachal Pradesh,Rabi,3.54,3.38,3.37,3.34,3.36,6.02,5.8,6.19,8.16,7.27,1704,1715,1839,2445,2163
Cereals,Jammu And Kashmir,Kharif,5.78,5.72,5.69,5.66,,10.99,10.8,11.62,12.39,,1901,1888,2042,2190,
Cereals,Jammu And Kashmir,Rabi,2.48,2.9,2.91,2.91,,4.86,5.89,5.91,5.91,,1962,2031,2029,2029,
Cereals,Jharkhand,Kharif,17.18,17.38,10.82,13.92,17.83,33.94,35.55,19.16,20.92,34.74,1976,2045,1771,1503,1949
Cereals,Jharkhand,Rabi,2.45,2.4,2.35,2.38,2.61,5.72,5.48,4.89,5.02,5.66,2335,2287,2077,2108,2173
Cereals,Karnataka,Kharif,36.91,35.04,35.14,36.41,36.23,96.61,90.83,92.14,89.05,97.19,2618,2592,2622,2446,2683
Cereals,Karnataka,Rabi,14.18,12.89,10.26,11.25,10.13,28.24,27.22,20.54,18.84,18.84,1991,2112,2002,1675,1860
Cereals,Karnataka,Summer,,,3.73,0.96,3.53,,,11.56,3.19,10.89,,,3099,3321,3089
Cereals,Kerala,Kharif,1.58,1.51,0.51,0.46,0.42,4.7,3.42,1.37,1.17,1.16,2981,2273,2713,2558,2781
Cereals,Kerala,Rabi,0.48,0.46,0.71,0.73,0.69,1.64,1.46,2.25,1.96,2.04,3427,3188,3149,2701,2961
Cereals,Kerala,Summer,,,0.7,0.63,0.66,,,2.34,1.87,2.1,,,3349,2938,3155
Cereals,Ladakh,Kharif,,0,,,,,0,,,,,0,,,
Cereals,Ladakh,Rabi,0.1,0.14,0.15,0.15,,0.11,0.29,0.24,0.24,,1038,2016,1649,1649,
Cereals,Lakshadweep,Kharif,,0,,,,,0,,,,,0,,,
Cereals,Lakshadweep,Rabi,,0,,,,,0,,,,,0,,,
Cereals,Madhya Pradesh,Kharif,39.8,40.64,54.67,55.85,63.93,91.05,106.04,128.96,126.87,157.65,2288,2609,2359,2272,2466
Cereals,Madhya Pradesh,Rabi,61.67,65.16,71.74,75.16,80.43,184.45,230.1,227.69,226.14,243.61,2991,3531,3174,3009,3029
Cereals,Madhya Pradesh,Summer,,,,0.53,0.78,,,,1.93,2.95,,,,3646,3784
Cereals,Maharashtra,Kharif,34.46,33.78,31.09,30.41,32.66,67.33,63.9,68.53,53.57,76.81,1954,1892,2204,1762,2352
Cereals,Maharashtra,Rabi,33.71,31.14,29.72,29.94,31.82,47.11,52.42,46.89,45.38,52.79,1398,1684,1578,1516,1659
Cereals,Maharashtra,Summer,,,2.36,3.02,3.43,,,5.49,6.06,6.85,,,2326,2005,1998
Cereals,Manipur,Kharif,0.49,0.21,0.06,0.06,,1.22,0.51,0.18,0.17,,2486,2459,3091,2970,
Cereals,Manipur,Rabi,2.04,2.04,0.1,0.09,,5.45,5.73,0.23,0.22,,2668,2807,2338,2295,
Cereals,Manipur,Summer,,,1.99,1.81,,,,3.71,3.69,,,,1867,2035,
Cereals,Meghalaya,Kharif,1.15,1.16,1.18,1.18,,2.77,2.79,2.69,2.55,,2410,2405,2285,2161,
Cereals,Meghalaya,Rabi,0.14,0.14,0.13,0.13,,0.64,0.64,0.57,0.57,,4540,4538,4509,4509,
Cereals,Mizoram,Kharif,0.41,0.41,0.45,0.3,,0.73,0.7,0.57,0.48,,1770,1737,1273,1604,
Cereals,Mizoram,Rabi,0.01,0.01,0.01,0.01,,0.02,0.02,0.02,0.02,,1834,1748,1762,2113,
Cereals,Nagaland,Kharif,2.87,1.7,2.6,2.65,,4.94,2.19,4.56,4.62,,1723,1292,1756,1743,
Cereals,Nagaland,Rabi,0.15,0.02,0.1,0.09,,0.29,0.04,0.19,0.18,,1884,1768,1968,1969,
Cereals,Odisha,Kharif,38.49,38.48,39.03,38.99,35.59,79.32,84.97,74.01,76.62,87.34,2061,2208,1896,1965,2454
Cereals,Odisha,Rabi,3.51,3.03,0,0,0.19,11.6,11.47,0,0,0.82,3307,3782,1548,1894,4408
Cereals,Odisha,Summer,,,3.38,3.79,3.66,,,11.76,12.23,11.81,,,3476,3224,3222
Cereals,Puducherry,Kharif,0.04,0.04,0.04,0.04,,0.15,0.13,0.14,0.13,,3322,2943,3290,3137,
Cereals,Puducherry,Rabi,0.14,0.15,0.1,0.1,,0.36,0.44,0.32,0.32,,2571,2992,3137,3139,
Cereals,Puducherry,Summer,,,0.05,0.05,,,,0.19,0.16,,,,3635,3112,
Cereals,Punjab,Kharif,30.36,30.75,31.92,32.74,33.31,131.79,133,134.01,147.19,147.32,4341,4325,4198,4495,4423
Cereals,Punjab,Rabi,35.36,35.3,35.4,35.21,35.05,172.08,148.77,168.02,177.56,179.25,4866,4214,4747,5043,5114
Cereals,Rajasthan,Kharif,61.22,54.95,63.6,59,63.22,79.76,67.14,83,76.49,88.06,1303,1222,1305,1297,1393
Cereals,Rajasthan,Rabi,32.89,27.96,31.41,30.41,35.34,120.54,108.96,118.49,108.42,126.84,3665,3897,3773,3565,3589
Cereals,Rajasthan,Summer,,,0.27,0.31,,,,0.43,0.46,,,,1590,1470,
Cereals,Sikkim,Kharif,0.49,0.49,0.46,0.38,,0.86,0.86,0.78,0.63,,1756,1758,1685,1664,
Cereals,Sikkim,Rabi,0,0,0,0,,0.01,0,0,0,,1165,1155,1170,1175,
Cereals,Tamil Nadu,Kharif,24.72,25.68,11.99,12.05,11.36,84.97,92.74,47.03,43.75,40.66,3437,3611,3924,3630,3578
Cereals,Tamil Nadu,Rabi,5.45,6.04,16.38,15.54,16.6,18.54,22.25,55.42,48.73,52.91,3404,3686,3383,3135,3188
Cereals,Tamil Nadu,Summer,,,2.39,2.93,3.23,,,9.33,10.67,11.94,,,3906,3644,3701
Cereals,Telangana,Kharif,19.4,26.83,28.12,28.07,27.25,58.85,91.67,100.53,103.1,101.06,3033,3417,3576,3673,3709
Cereals,Telangana,Rabi,16.13,14.65,24.42,24.86,27.72,62.71,56.06,88.25,96.05,103.1,3887,3826,3614,3864,3719
Cereals,Tripura,Kharif,2.14,2.07,1.91,1.91,,6.11,6.14,6,6,,2850,2964,3133,3133,
Cereals,Tripura,Rabi,0.73,0.7,0.66,0.66,,2.36,2.39,2.25,2.25,,3237,3409,3397,3397,
Cereals,Uttar Pradesh,Kharif,74.54,74.5,78.54,79.19,86.55,193.65,188.76,201.85,203.96,230.6,2598,2534,2570,2576,2664
Cereals,Uttar Pradesh,Rabi,100.99,96.68,97.22,97.17,98.06,362.66,346.93,342.31,358.56,368.68,3591,3588,3521,3690,3760
Cereals,Uttar Pradesh,Summer,,,0.81,2.86,5.06,,,2.51,9.2,16.45,,,3100,3215,3252
Cereals,Uttarakhand,Kharif,3.96,3.87,3.59,3.47,3.32,9,8.77,7.72,7.71,7.59,2272,2266,2149,2225,2285
Cereals,Uttarakhand,Rabi,3.5,3.42,3.05,2.86,2.72,10.41,9.84,8.59,8.94,8.69,2974,2877,2818,3123,3196
Cereals,Uttarakhand,Summer,,,0.22,0.23,0.33,,,0.79,0.83,1.17,,,3518,3565,3561
Cereals,West Bengal,Kharif,43.59,43.44,38.27,38.67,42.7,120.25,123.71,109.75,111.54,117.32,2759,2848,2868,2885,2748
Cereals,West Bengal,Rabi,17.88,18.3,3.48,3.9,3.85,75.37,75.47,16.02,19.7,20.14,4216,4123,4607,5049,5230
Cereals,West Bengal,Summer,,,14.39,14.52,15.23,,,57.47,57.67,61.04,,,3994,3971,4008
Cereals,Others,Kharif,,,,,14.83,,,,,31.89,,,,,2150
Cereals,Others,Rabi,,,,,4.57,,,,,11.09,,,,,2425
Cereals,Others,Summer,,,,,1.86,,,,,3.85,,,,,2064
,,,,,,,,,,,,,,,,,
